"Name"	"Measurement 3"
"Description"	""
"Date"	"2/25/2025 2:12:24 PM"
"Voltage(kV)"	"50"
"Current(uA)"	"98"
"Measurement time(s)"	"100"
"Dead time(%)"	"26.30"
"CountRate"	"153894.42"
"Processing Time"	"Process 2"
"Filter"	"None"
"Collimator"	"3 mm"
"Channel"	"4096"
"7.09"	"38633"
"7.10"	"35133"
"7.11"	"30830"
"7.12"	"26595"
"7.13"	"22567"
"7.14"	"18875"
"7.15"	"15335"
"7.16"	"12429"
"7.17"	"9952"
"7.18"	"7889"
"7.19"	"6161"
"7.20"	"4950"
"7.21"	"3977"
"7.22"	"3399"
"7.23"	"2898"
"7.24"	"2629"
"7.25"	"2414"
"7.26"	"2280"
"7.27"	"2169"
"7.28"	"2102"
"7.29"	"2073"
"7.30"	"2099"
"7.31"	"2111"
"7.32"	"2065"
"7.33"	"2082"
"7.34"	"2072"
"7.35"	"2149"
"7.36"	"2206"
"7.37"	"2270"
"7.38"	"2276"
"7.39"	"2349"
"7.40"	"2445"
"7.41"	"2515"
"7.42"	"2523"
"7.43"	"2642"
"7.44"	"2663"
"7.45"	"2668"
"7.46"	"2616"
"7.47"	"2716"
"7.48"	"2704"
"7.49"	"2630"
"7.50"	"2607"
"7.51"	"2529"
"7.52"	"2389"
"7.53"	"2338"
"7.54"	"2272"
"7.55"	"2223"
"7.56"	"2138"
"7.57"	"2103"
"7.58"	"2114"
"7.59"	"1976"
"7.60"	"1929"
"7.61"	"1974"
"7.62"	"1967"
"7.63"	"1935"
"7.64"	"1836"
"7.65"	"1817"
"7.66"	"1837"
"7.67"	"1975"
"7.68"	"1959"
"7.69"	"1897"
"7.70"	"1924"
"7.71"	"1893"
"7.72"	"1902"
"7.73"	"1888"
"7.74"	"1944"
"7.75"	"1916"
"7.76"	"1920"
"7.77"	"1908"
"7.78"	"1953"
"7.79"	"1935"
"7.80"	"2056"
"7.81"	"2035"
"7.82"	"2019"
"7.83"	"2056"
"7.84"	"2027"
"7.85"	"2026"
"7.86"	"2043"
"7.87"	"2058"
"7.88"	"2117"
"7.89"	"2176"
"7.90"	"2161"
"7.91"	"2193"
"7.92"	"2242"
"7.93"	"2290"
"7.94"	"2350"
"7.95"	"2409"
"7.96"	"2414"
"7.97"	"2495"
"7.98"	"2611"
"7.99"	"2671"
"8.00"	"2781"
"8.01"	"2754"
"8.02"	"2814"
"8.03"	"2891"
"8.04"	"2809"
"8.05"	"2787"
"8.06"	"2793"
"8.07"	"2861"
"8.08"	"2825"
"8.09"	"2756"
"8.10"	"2767"
"8.11"	"2646"
"8.12"	"2669"
"8.13"	"2494"
"8.14"	"2470"
"8.15"	"2397"
"8.16"	"2362"
"8.17"	"2331"
"8.18"	"2306"
"8.19"	"2283"
"8.20"	"2247"
"8.21"	"2256"
"8.22"	"2285"
"8.23"	"2204"
"8.24"	"2176"
"8.25"	"2193"
"8.26"	"2101"
"8.27"	"2114"
"8.28"	"2098"
"8.29"	"2138"
"8.30"	"2198"
"8.31"	"2162"
"8.32"	"2143"
"8.33"	"2132"
"8.34"	"2132"
"8.35"	"2162"
"8.36"	"2071"
"8.37"	"2073"
"8.38"	"2118"
"8.39"	"2152"
"8.40"	"2077"
"8.41"	"2105"
"8.42"	"2074"
"8.43"	"1989"
"8.44"	"2089"
"8.45"	"2152"
"8.46"	"2103"
"8.47"	"2137"
"8.48"	"2167"
"8.49"	"2110"
"8.50"	"2194"
"8.51"	"2186"
"8.52"	"2186"
"8.53"	"2281"
"8.54"	"2298"
"8.55"	"2200"
"8.56"	"2263"
"8.57"	"2338"
"8.58"	"2410"
"8.59"	"2414"
"8.60"	"2475"
"8.61"	"2572"
"8.62"	"2447"
"8.63"	"2517"
"8.64"	"2611"
"8.65"	"2601"
