"Name"	"Measurement 2"
"Description"	""
"Date"	"2/25/2025 2:05:30 PM"
"Voltage(kV)"	"50"
"Current(uA)"	"111"
"Measurement time(s)"	"100"
"Dead time(%)"	"28.74"
"CountRate"	"154674.2"
"Processing Time"	"Process 2"
"Filter"	"None"
"Collimator"	"3 mm"
"Channel"	"4096"
"11.34"	"6146"
"11.35"	"6107"
"11.36"	"6118"
"11.37"	"6035"
"11.38"	"6134"
"11.39"	"6093"
"11.40"	"6102"
"11.41"	"6187"
"11.42"	"6255"
"11.43"	"6276"
"11.44"	"6198"
"11.45"	"6135"
"11.46"	"6074"
"11.47"	"6146"
"11.48"	"6173"
"11.49"	"6221"
"11.50"	"6296"
"11.51"	"6291"
"11.52"	"6316"
"11.53"	"6207"
"11.54"	"6198"
"11.55"	"6169"
"11.56"	"6324"
"11.57"	"6255"
"11.58"	"6233"
"11.59"	"6303"
"11.60"	"6221"
"11.61"	"6369"
"11.62"	"6391"
"11.63"	"6335"
"11.64"	"6287"
"11.65"	"6266"
"11.66"	"6267"
"11.67"	"6247"
"11.68"	"6217"
"11.69"	"6206"
"11.70"	"6217"
"11.71"	"6262"
"11.72"	"6263"
"11.73"	"6270"
"11.74"	"6381"
"11.75"	"6283"
"11.76"	"6245"
"11.77"	"6414"
"11.78"	"6405"
"11.79"	"6369"
"11.80"	"6454"
"11.81"	"6451"
"11.82"	"6425"
"11.83"	"6411"
"11.84"	"6520"
"11.85"	"6491"
"11.86"	"6536"
"11.87"	"6399"
"11.88"	"6617"
"11.89"	"6571"
"11.90"	"6389"
"11.91"	"6482"
"11.92"	"6501"
"11.93"	"6387"
"11.94"	"6437"
"11.95"	"6518"
"11.96"	"6578"
"11.97"	"6525"
"11.98"	"6506"
"11.99"	"6471"
"12.00"	"6436"
"12.01"	"6449"
"12.02"	"6462"
