"Name"	"Measurement 1"
"Description"	""
"Date"	"2/25/2025 1:56:03 PM"
"Voltage(kV)"	"50"
"Current(uA)"	"74"
"Measurement time(s)"	"100"
"Dead time(%)"	"27.92"
"CountRate"	"152050.45"
"Processing Time"	"Process 2"
"Filter"	"None"
"Collimator"	"3 mm"
"Channel"	"4096"
"6.09"	"2564"
"6.10"	"2621"
"6.11"	"2613"
"6.12"	"2593"
"6.13"	"2662"
"6.14"	"2746"
"6.15"	"2801"
"6.16"	"2729"
"6.17"	"2750"
"6.18"	"2732"
"6.19"	"2886"
"6.20"	"2877"
"6.21"	"3005"
"6.22"	"3095"
"6.23"	"3114"
"6.24"	"3350"
"6.25"	"3455"
"6.26"	"3582"
"6.27"	"3796"
"6.28"	"4021"
"6.29"	"4281"
"6.30"	"4516"
"6.31"	"4792"
"6.32"	"5121"
"6.33"	"5603"
"6.34"	"5998"
"6.35"	"6387"
"6.36"	"6656"
"6.37"	"7035"
"6.38"	"7247"
"6.39"	"7147"
"6.40"	"7390"
"6.41"	"7243"
"6.42"	"6866"
"6.43"	"6742"
"6.44"	"6409"
"6.45"	"5984"
"6.46"	"5365"
"6.47"	"5001"
"6.48"	"4583"
"6.49"	"4283"
"6.50"	"4080"
"6.51"	"3766"
"6.52"	"3536"
"6.53"	"3516"
"6.54"	"3420"
"6.55"	"3329"
"6.56"	"3278"
"6.57"	"3261"
"6.58"	"3297"
"6.59"	"3264"
"6.60"	"3274"
"6.61"	"3341"
"6.62"	"3386"
"6.63"	"3344"
"6.64"	"3352"
"6.65"	"3358"
"6.66"	"3331"
"6.67"	"3424"
"6.68"	"3423"
"6.69"	"3529"
"6.70"	"3502"
"6.71"	"3597"
"6.72"	"3522"
"6.73"	"3604"
"6.74"	"3656"
"6.75"	"3694"
"6.76"	"3760"
"6.77"	"3801"
"6.78"	"3866"
"6.79"	"3852"
"6.80"	"3917"
"6.81"	"4022"
"6.82"	"4115"
"6.83"	"4176"
"6.84"	"4245"
"6.85"	"4275"
"6.86"	"4506"
"6.87"	"4556"
"6.88"	"4497"
"6.89"	"4523"
"6.90"	"4613"
"6.91"	"4681"
"6.92"	"4772"
"6.93"	"4777"
"6.94"	"4784"
"6.95"	"4861"
"6.96"	"4828"
"6.97"	"4878"
"6.98"	"4925"
"6.99"	"4927"
"7.00"	"4895"
"7.01"	"4940"
"7.02"	"4941"
"7.03"	"4872"
"7.04"	"4910"
"7.05"	"4908"
"7.06"	"4890"
"7.07"	"4911"
"7.08"	"4763"
"7.09"	"4770"
"7.10"	"4727"
"7.11"	"4574"
"7.12"	"4628"
"7.13"	"4552"
"7.14"	"4496"
"7.15"	"4443"
"7.16"	"4489"
"7.17"	"4428"
"7.18"	"4357"
"7.19"	"4369"
"7.20"	"4484"
"7.21"	"4610"
"7.22"	"4525"
"7.23"	"4516"
"7.24"	"4477"
"7.25"	"4595"
"7.26"	"4540"
"7.27"	"4649"
"7.28"	"4676"
"7.29"	"4718"
"7.30"	"4821"
"7.31"	"4936"
"7.32"	"4926"
"7.33"	"4904"
"7.34"	"5012"
"7.35"	"5011"
"7.36"	"5164"
"7.37"	"5243"
"7.38"	"5418"
"7.39"	"5428"
"7.40"	"5389"
"7.41"	"5570"
"7.42"	"5749"
"7.43"	"5789"
"7.44"	"5725"
"7.45"	"5739"
"7.46"	"5858"
"7.47"	"5746"
"7.48"	"5828"
"7.49"	"5753"
"7.50"	"5696"
"7.51"	"5637"
"7.52"	"5546"
"7.53"	"5401"
"7.54"	"5459"
"7.55"	"5249"
"7.56"	"5174"
"7.57"	"5167"
"7.58"	"5153"
"7.59"	"5192"
"7.60"	"5124"
"7.61"	"5153"
"7.62"	"5111"
"7.63"	"5060"
"7.64"	"4999"
"7.65"	"5179"
"7.66"	"5149"
"7.67"	"5097"
"7.68"	"5040"
"7.69"	"5209"
"7.70"	"5207"
"7.71"	"5191"
"7.72"	"5266"
"7.73"	"5261"
"7.74"	"5266"
"7.75"	"5284"
"7.76"	"5377"
"7.77"	"5303"
"7.78"	"5391"
"7.79"	"5390"
"7.80"	"5621"
"7.81"	"5637"
"7.82"	"5668"
"7.83"	"5655"
"7.84"	"5708"
"7.85"	"5747"
"7.86"	"5895"
"7.87"	"5908"
"7.88"	"5895"
"7.89"	"5901"
"7.90"	"6021"
"7.91"	"6088"
"7.92"	"6128"
"7.93"	"6156"
"7.94"	"6231"
"7.95"	"6306"
"7.96"	"6313"
"7.97"	"6386"
"7.98"	"6405"
"7.99"	"6449"
"8.00"	"6537"
"8.01"	"6509"
"8.02"	"6500"
"8.03"	"6562"
"8.04"	"6647"
"8.05"	"6437"
"8.06"	"6503"
"8.07"	"6556"
"8.08"	"6473"
"8.09"	"6231"
"8.10"	"6083"
"8.11"	"5901"
"8.12"	"5922"
"8.13"	"5896"
"8.14"	"5771"
"8.15"	"5753"
"8.16"	"5723"
"8.17"	"5614"
"8.18"	"5547"
"8.19"	"5612"
"8.20"	"5531"
"8.21"	"5448"
"8.22"	"5506"
"8.23"	"5590"
"8.24"	"5420"
"8.25"	"5506"
"8.26"	"5619"
"8.27"	"5591"
"8.28"	"5584"
"8.29"	"5538"
"8.30"	"5548"
"8.31"	"5551"
"8.32"	"5505"
"8.33"	"5536"
"8.34"	"5542"
"8.35"	"5564"
"8.36"	"5518"
"8.37"	"5483"
"8.38"	"5639"
"8.39"	"5564"
"8.40"	"5551"
"8.41"	"5521"
"8.42"	"5521"
"8.43"	"5533"
"8.44"	"5461"
"8.45"	"5538"
"8.46"	"5607"
"8.47"	"5546"
"8.48"	"5521"
"8.49"	"5566"
"8.50"	"5485"
"8.51"	"5507"
"8.52"	"5485"
"8.53"	"5478"
"8.54"	"5565"
"8.55"	"5582"
"8.56"	"5525"
"8.57"	"5646"
"8.58"	"5702"
"8.59"	"5643"
"8.60"	"5685"
"8.61"	"5745"
"8.62"	"5797"
"8.63"	"5713"
"8.64"	"5796"
"8.65"	"5608"
"8.66"	"5708"
"8.67"	"5787"
"8.68"	"5702"
"8.69"	"5819"
"8.70"	"5855"
"8.71"	"5845"
"8.72"	"5752"
"8.73"	"5696"
"8.74"	"5646"
"8.75"	"5838"
"8.76"	"5742"
"8.77"	"5791"
"8.78"	"5779"
"8.79"	"5802"
"8.80"	"5865"
"8.81"	"5922"
"8.82"	"5985"
"8.83"	"5776"
"8.84"	"5907"
"8.85"	"5951"
"8.86"	"5992"
"8.87"	"5935"
"8.88"	"5888"
"8.89"	"5967"
"8.90"	"5867"
"8.91"	"5837"
"8.92"	"5923"
"8.93"	"5964"
"8.94"	"5981"
"8.95"	"5986"
"8.96"	"5912"
"8.97"	"5869"
"8.98"	"5942"
"8.99"	"5889"
"9.00"	"5753"
"9.01"	"5750"
"9.02"	"5853"
"9.03"	"5911"
"9.04"	"5926"
"9.05"	"5873"
"9.06"	"6002"
"9.07"	"5828"
"9.08"	"5813"
"9.09"	"5903"
"9.10"	"5902"
"9.11"	"5972"
"9.12"	"6042"
"9.13"	"5952"
"9.14"	"5906"
"9.15"	"5985"
"9.16"	"5973"
"9.17"	"6024"
"9.18"	"5960"
"9.19"	"6232"
"9.20"	"6033"
"9.21"	"6094"
"9.22"	"6042"
"9.23"	"6111"
"9.24"	"6023"
"9.25"	"6088"
"9.26"	"6107"
"9.27"	"6093"
"9.28"	"6105"
"9.29"	"6157"
"9.30"	"6053"
"9.31"	"6090"
"9.32"	"6048"
"9.33"	"6054"
"9.34"	"6009"
"9.35"	"6104"
"9.36"	"6192"
"9.37"	"6270"
"9.38"	"6216"
"9.39"	"6025"
"9.40"	"6170"
"9.41"	"6202"
"9.42"	"6221"
"9.43"	"6188"
"9.44"	"6351"
"9.45"	"6267"
"9.46"	"6309"
"9.47"	"6271"
"9.48"	"6155"
"9.49"	"6222"
"9.50"	"6155"
"9.51"	"6282"
"9.52"	"6292"
"9.53"	"6294"
"9.54"	"6421"
"9.55"	"6332"
"9.56"	"6309"
"9.57"	"6312"
"9.58"	"6361"
"9.59"	"6380"
"9.60"	"6295"
"9.61"	"6286"
"9.62"	"6332"
"9.63"	"6314"
"9.64"	"6405"
"9.65"	"6426"
"9.66"	"6350"
"9.67"	"6453"
"9.68"	"6405"
"9.69"	"6440"
"9.70"	"6529"
"9.71"	"6409"
"9.72"	"6466"
"9.73"	"6479"
"9.74"	"6370"
"9.75"	"6471"
"9.76"	"6331"
