1	0.1339861	0	0.08	0	0.03146887
2	0.117381	0.0001998	0.1	0.0001998	0.03146887
3	0.1213891	0.0012987	0.12	0.0012987	0.03146887
4	0.1288328	0.0029637	0.14	0.0029637	0.03146887
5	0.1374216	0.0052947	0.16	0.0052947	0.03146887
6	0.1437201	0.008324999	0.18	0.008324999	0.03146887
7	0.2473589	0.0117549	0.2	0.0117549	0.03146887
8	0.5084599	0.0167832	0.22	0.0167832	0.03146887
9	0.9482091	0.0234765	0.24	0.0234765	0.03146887
10	1.639898	0.030969	0.26	0.030969	0.03146887
11	2.592688	0.0381285	0.28	0.0381285	0.03146887
12	3.650834	0.0447885	0.3	0.0447885	0.03146887
13	4.695238	0.0507492	0.32	0.0507492	0.03146887
14	5.602221	0.0560106	0.34	0.0560106	0.03146887
15	6.454235	0.0613053	0.36	0.0613053	0.03146887
16	7.292507	0.0666333	0.38	0.0666333	0.03146887
17	8.098713	0.0721611	0.4	0.0721611	0.03146887
18	8.882016	0.0781884	0.42	0.0781884	0.03146887
19	9.729449	0.08464859	0.44	0.08464859	0.03146887
20	10.69598	0.0914751	0.46	0.0914751	0.03146887
21	11.68084	0.09876779	0.48	0.09876779	0.03146887
22	12.8306	0.1066266	0.5	0.1066266	0.03146887
23	14.10404	0.1143522	0.52	0.1143522	0.03146887
24	15.32251	0.121878	0.54	0.121878	0.03146887
25	16.64176	0.1288377	0.56	0.1288377	0.03146887
26	18.01597	0.1349649	0.58	0.1349649	0.03146887
27	19.16574	0.1405926	0.6	0.1405926	0.03146887
28	20.2193	0.1461204	0.62	0.1461204	0.03146887
29	21.24538	0.1517814	0.64	0.1517814	0.03146887
30	22.1432	0.1576422	0.66	0.1576422	0.03146887
31	23.10515	0.1640025	0.68	0.1640025	0.03146887
32	24.12665	0.1707957	0.7	0.1707957	0.03146887
33	25.19854	0.1776222	0.72	0.1776222	0.03146887
34	26.34372	0.1852146	0.74	0.1852146	0.03146887
35	27.58968	0.1931733	0.76	0.1931733	0.03146887
36	28.91809	0.2008323	0.78	0.2008323	0.03146887
37	30.28772	0.2082915	0.8	0.2082915	0.03146887
38	31.65278	0.215118	0.82	0.215118	0.03146887
39	32.91705	0.2210121	0.84	0.2210121	0.03146887
40	34.08972	0.2266398	0.86	0.2266398	0.03146887
41	35.1158	0.2322675	0.88	0.2322675	0.03146887
42	36.05027	0.2379618	0.9	0.2379618	0.03146887
43	37.04886	0.2440224	0.92	0.2440224	0.03146887
44	38.05204	0.250416	0.94	0.250416	0.03146887
45	39.07354	0.2573091	0.96	0.2573091	0.03146887
46	40.13627	0.2645352	0.98	0.2645352	0.03146887
47	41.28145	0.2724273	1	0.2724273	0.03146887
48	42.5274	0.2802861	1.02	0.2802861	0.03146887
49	43.84207	0.2880783	1.04	0.2880783	0.03146887
50	45.1888	0.2954043	1.06	0.2954043	0.03146887
51	46.5676	0.3017646	1.08	0.3017646	0.03146887
52	47.77691	0.3075588	1.1	0.3075588	0.03146887
53	48.84422	0.3131532	1.12	0.3131532	0.03146887
54	49.76495	0.3188142	1.14	0.3188142	0.03146887
55	50.68567	0.3247749	1.16	0.3247749	0.03146887
56	51.61098	0.3311019	1.18	0.3311019	0.03146887
57	52.57751	0.3378285	1.2	0.3378285	0.03146887
