1	-0.05783159	3.33E-05	0.22	3.33E-05	0.03146887
2	-0.05210569	0.0001332	0.24	0.0001332	0.03146887
3	-0.03836353	0.0004662	0.26	0.0004662	0.03146887
4	-0.01603252	0.0009657	0.28	0.0009657	0.03146887
5	-0.03721835	0.0014319	0.3	0.0014319	0.03146887
6	-0.03378281	0.0020979	0.32	0.0020979	0.03146887
7	-0.03034727	0.0030636	0.34	0.0030636	0.03146887
8	-0.02233101	0.0046953	0.36	0.0046953	0.03146887
9	-0.008016261	0.0069264	0.38	0.0069264	0.03146887
10	0.09848548	0.0089244	0.4	0.0089244	0.03146887
11	0.1809385	0.0114885	0.42	0.0114885	0.03146887
12	0.3985226	0.0144855	0.44	0.0144855	0.03146887
13	0.5771707	0.0176157	0.46	0.0176157	0.03146887
14	0.7603995	0.020646	0.48	0.020646	0.03146887
15	1.021501	0.0236097	0.5	0.0236097	0.03146887
16	1.305505	0.0264402	0.52	0.0264402	0.03146887
17	1.493315	0.0290376	0.54	0.0290376	0.03146887
18	1.731512	0.0314352	0.56	0.0314352	0.03146887
19	1.965129	0.0338328	0.58	0.0338328	0.03146887
20	2.03384	0.0363636	0.6	0.0363636	0.03146887
21	2.299521	0.038961	0.62	0.038961	0.03146887
22	2.47817	0.0416916	0.64	0.0416916	0.03146887
23	2.665979	0.0444222	0.66	0.0444222	0.03146887
24	2.922499	0.0473193	0.68	0.0473193	0.03146887
25	3.082825	0.0505494	0.7	0.0505494	0.03146887
26	3.311861	0.053946	0.72	0.053946	0.03146887
27	3.591285	0.057276	0.74	0.057276	0.03146887
28	3.852386	0.0605727	0.76	0.0605727	0.03146887
29	4.095164	0.0640359	0.78	0.0640359	0.03146887
30	4.315038	0.06756569	0.8	0.06756569	0.03146887
31	4.603624	0.0711954	0.82	0.0711954	0.03146887
32	4.869306	0.074925	0.84	0.074925	0.03146887
33	5.185375	0.0787878	0.86	0.0787878	0.03146887
34	5.464799	0.0828171	0.88	0.0828171	0.03146887
35	5.780869	0.0868464	0.9	0.0868464	0.03146887
36	6.129004	0.0908091	0.92	0.0908091	0.03146887
37	6.417589	0.09470519	0.94	0.09470519	0.03146887
38	6.724497	0.0983682	0.96	0.0983682	0.03146887
39	7.035986	0.1017315	0.98	0.1017315	0.03146887
40	7.265022	0.104895	1	0.104895	0.03146887
