1	-0.03321022	3.33E-05	0.42	3.33E-05	0.03146855
2	-0.03263763	0.0006327	0.44	0.0006327	0.0314686
3	-0.0343554	0.0017982	0.46	0.0017982	0.03146864
4	-0.02920209	0.0031968	0.48	0.0031968	0.03146869
5	0.1809385	0.0052947	0.5	0.0052947	0.03146873
6	0.5886226	0.0083583	0.52	0.0083583	0.03146878
7	1.458959	0.0122211	0.54	0.0122211	0.03146882
8	2.778207	0.0166833	0.56	0.0166833	0.03146887
9	3.776804	0.021645	0.58	0.021645	0.03146887
10	4.271522	0.0269397	0.6	0.0269397	0.03146887
11	4.981534	0.0327672	0.62	0.0327672	0.03146887
12	5.260957	0.0391275	0.64	0.0391275	0.03146887
13	5.260957	0.0460539	0.66	0.0460539	0.03146887
14	6.461106	0.0536463	0.68	0.0536463	0.03146887
15	8.183456	0.0615717	0.7	0.0615717	0.03146887
16	9.855419	0.0691641	0.72	0.0691641	0.03146887
17	10.7624	0.0763902	0.74	0.0763902	0.03146887
18	10.93189	0.0829836	0.76	0.0829836	0.03146887
19	10.85631	0.0887445	0.78	0.0887445	0.03146887
20	10.71889	0.0941724	0.8	0.0941724	0.03146887
21	10.61353	0.09943379	0.82	0.09943379	0.03146887
22	10.58146	0.1047618	0.84	0.1047618	0.03146887
23	10.82653	0.1103562	0.86	0.1103562	0.03146887
24	11.11054	0.1165167	0.88	0.1165167	0.03146887
25	11.12886	0.1233765	0.9	0.1233765	0.03146887
26	11.07389	0.1308024	0.92	0.1308024	0.03146887
27	10.96395	0.138861	0.94	0.138861	0.03146887
28	10.94105	0.1470861	0.96	0.1470861	0.03146887
29	10.96739	0.1551114	0.98	0.1551114	0.03146887
30	11.15176	0.1627704	1	0.1627704	0.03146887
31	11.3579	0.1694637	1.02	0.1694637	0.03146887
32	11.53196	0.1754577	1.04	0.1754577	0.03146887
33	11.7381	0.1810521	1.06	0.1810521	0.03146887
34	11.79764	0.18648	1.08	0.18648	0.03146887
35	11.83429	0.1920744	1.1	0.1920744	0.03146887
36	11.77932	0.1980018	1.12	0.1980018	0.03146887
37	11.65793	0.2046285	1.14	0.2046285	0.03146887
38	11.52967	0.211788	1.16	0.211788	0.03146887
39	11.38767	0.2195802	1.18	0.2195802	0.03146887
40	11.26399	0.227772	1.2	0.227772	0.03146887
41	11.13344	0.2357307	1.22	0.2357307	0.03146887
42	11.0006	0.243423	1.24	0.243423	0.03146887
43	10.88379	0.2503827	1.26	0.2503827	0.03146887
44	10.83569	0.2564766	1.28	0.2564766	0.03146887
45	10.86318	0.2621376	1.3	0.2621376	0.03146887
46	10.82424	0.2676321	1.32	0.2676321	0.03146887
47	10.75553	0.2730933	1.34	0.2730933	0.03146887
48	10.77843	0.2788542	1.36	0.2788542	0.03146887
49	10.77271	0.2852145	1.38	0.2852145	0.03146887
50	10.82882	0.2921742	1.4	0.2921742	0.03146887
51	10.87921	0.2997333	1.42	0.2997333	0.03146887
52	11.08305	0.3077919	1.44	0.3077919	0.03146887
53	11.13344	0.3158838	1.46	0.3158838	0.03146887
54	11.15634	0.3237093	1.48	0.3237093	0.03146887
55	10.93647	0.3310686	1.5	0.3310686	0.03146887
56	10.90899	0.337329	1.52	0.337329	0.03146887
57	10.85173	0.3430566	1.54	0.3430566	0.03146887
58	10.87348	0.3485178	1.56	0.3485178	0.03146887
59	10.87692	0.3538458	1.58	0.3538458	0.03146887
60	10.98686	0.3594069	1.6	0.3594069	0.03146887
61	11.06702	0.3654009	1.62	0.3654009	0.03146887
62	11.08305	0.3720609	1.64	0.3720609	0.03146887
63	10.89524	0.3791538	1.66	0.3791538	0.03146887
64	10.8815	0.3868128	1.68	0.3868128	0.03146887
65	10.96853	0.3948714	1.7	0.3948714	0.03146887
66	11.19299	0.4028301	1.72	0.4028301	0.03146887
67	11.39454	0.4104558	1.74	0.4104558	0.03146887
68	11.45409	0.4171824	1.76	0.4171824	0.03146887
69	11.44493	0.4231431	1.78	0.4231431	0.03146887
70	11.21589	0.4286709	1.8	0.4286709	0.03146887
71	11.19986	0.4340655	1.82	0.4340655	0.03146887
72	11.21131	0.4394934	1.84	0.4394934	0.03146887
73	11.20444	0.4452876	1.86	0.4452876	0.03146887
74	11.37622	0.4516812	1.88	0.4516812	0.03146887
75	11.65106	0.4586076	1.9	0.4586076	0.03146887
76	11.83429	0.4661667	1.92	0.4661667	0.03146887
77	11.91216	0.4742253	1.94	0.4742253	0.03146887
78	12.15036	0.4822839	1.96	0.4822839	0.03146887
79	12.09539	0.4900761	1.98	0.4900761	0.03146887
80	12.04271	0.4972023	2	0.4972023	0.03146887
81	12.00836	0.503496	2.02	0.503496	0.03146887
82	12.02439	0.5092569	2.04	0.5092569	0.03146887
83	12.22365	0.5146515	2.06	0.5146515	0.03146887
84	12.56262	0.5200461	2.08	0.5200461	0.03146887
85	12.63134	0.5256738	2.1	0.5256738	0.03146887
86	12.86495	0.5317677	2.12	0.5317677	0.03146887
87	13.55664	0.5383944	2.14	0.5383944	0.03146887
88	14.76595	0.5456205	2.16	0.5456205	0.03146887
89	16.05771	0.5534127	2.18	0.5534127	0.03146887
90	17.16625	0.5614713	2.2	0.5614713	0.03146887
91	18.05491	0.5693967	2.22	0.5693967	0.03146887
92	18.70079	0.5770224	2.24	0.5770224	0.03146887
93	19.21383	0.5838489	2.26	0.5838489	0.03146887
94	19.47951	0.5899761	2.28	0.5899761	0.03146887
95	19.40622	0.5955705	2.3	0.5955705	0.03146887
96	18.81531	0.6010317	2.32	0.6010317	0.03146887
97	18.19233	0.6064929	2.34	0.6064929	0.03146887
98	17.606	0.6122871	2.36	0.6122871	0.03146887
99	17.17083	0.6186807	2.38	0.6186807	0.03146887
100	16.78605	0.6256404	2.4	0.6256404	0.03146887
101	16.46998	0.6332328	2.42	0.6332328	0.03146887
102	16.12185	0.6412581	2.44	0.6412581	0.03146887
103	15.79661	0.6492833	2.46	0.6492833	0.03146887
104	15.48054	0.657009	2.48	0.657009	0.03146887
105	15.17822	0.6642018	2.5	0.6642018	0.03146887
106	14.92628	0.6705288	2.52	0.6705288	0.03146887
107	14.72014	0.6762231	2.54	0.6762231	0.03146887
108	14.50485	0.6815844	2.56	0.6815844	0.03146887
109	14.15672	0.6868125	2.58	0.6868125	0.03146887
110	13.94142	0.6923736	2.6	0.6923736	0.03146887
111	13.88187	0.6984342	2.62	0.6984342	0.03146887
112	13.78568	0.7050609	2.64	0.7050609	0.03146887
113	13.71239	0.7121871	2.66	0.7121871	0.03146887
114	13.63222	0.719946	2.68	0.719946	0.03146887
115	13.54519	0.7280379	2.7	0.7280379	0.03146887
116	13.42838	0.7360299	2.72	0.7360299	0.03146887
117	13.27722	0.7435557	2.74	0.7435557	0.03146887
118	13.14896	0.7502823	2.76	0.7502823	0.03146887
119	13.04818	0.756243	2.78	0.756243	0.03146887
120	12.93824	0.7617375	2.8	0.7617375	0.03146887
121	12.83747	0.7671321	2.82	0.7671321	0.03146887
122	12.76876	0.7725267	2.84	0.7725267	0.03146887
123	12.70921	0.7782876	2.86	0.7782876	0.03146887
124	12.65195	0.7846146	2.88	0.7846146	0.03146887
125	12.59927	0.7915077	2.9	0.7915077	0.03146887
126	12.54201	0.7991001	2.92	0.7991001	0.03146887
127	12.50995	0.8070588	2.94	0.8070588	0.03146887
128	12.50308	0.8149842	2.96	0.8149842	0.03146887
129	12.36794	0.8226432	2.98	0.8226432	0.03146887
130	12.29465	0.829836	3	0.829836	0.03146887
131	12.24426	0.8361962	3.02	0.8361962	0.03146887
132	12.17326	0.8419905	3.04	0.8419905	0.03146887
133	12.11142	0.8475183	3.06	0.8475183	0.03146887
134	12.05417	0.8531127	3.08	0.8531127	0.03146887
135	11.99232	0.8588403	3.1	0.8588403	0.03146887
136	11.93736	0.8649341	3.12	0.8649341	0.03146887
137	11.903	0.8716608	3.14	0.8716608	0.03146887
138	11.91216	0.8788203	3.16	0.8788203	0.03146887
139	11.87895	0.8865126	3.18	0.8865126	0.03146887
140	11.84918	0.894438	3.2	0.894438	0.03146887
141	11.74726	0.9021969	3.22	0.9021969	0.03146887
142	11.70603	0.9097893	3.24	0.9097893	0.03146887
143	11.7129	0.9166158	3.26	0.9166158	0.03146887
144	11.62587	0.9226764	3.28	0.9226764	0.03146887
145	11.58922	0.9282375	3.3	0.9282375	0.03146887
146	11.5457	0.9336321	3.32	0.9336321	0.03146887
147	11.48616	0.9390933	3.34	0.9390933	0.03146887
148	11.4518	0.9448875	3.36	0.9448875	0.03146887
149	11.44722	0.9512811	3.38	0.9512811	0.03146887
150	11.35561	0.9582407	3.4	0.9582407	0.03146887
151	11.37164	0.9657999	3.42	0.9657999	0.03146887
152	11.33728	0.9737919	3.44	0.9737919	0.03146887
153	11.3224	0.9817173	3.46	0.9817173	0.03146887
154	11.30064	0.9894096	3.48	0.9894096	0.03146887
155	11.22047	0.996669	3.5	0.996669	0.03146887
156	11.16321	1.002996	3.52	1.002996	0.03146887
157	11.13344	1.008757	3.54	1.008757	0.03146887
158	11.14604	1.014218	3.56	1.014218	0.03146887
159	11.10825	1.019579	3.58	1.019579	0.03146887
160	11.0006	1.025174	3.6	1.025174	0.03146887
161	10.97083	1.031234	3.62	1.031234	0.03146887
